StartDate,EndDate,id,ResponseId,gender,age_group,religiosity,service_domain,entity,order,word,direction_coded,direction_coded_manual,direction_coded_new,sociability,morality,ability,assertiveness,status,beliefs,other,erase,S_Friendly,S_Sociable,S_Trustworthy,S_Honest,S_Competent,S_Skilled,S_Confident,S_Assertive,S_Traditional,S_Conservative,S_Wealthy,S_High_Status,S_Society_Perception,S_Personal_perception,S_Acquaintance,index_Sociability,index_Morality,index_Ability,index_Assertiveness,index_Belief,index_Status,index_Warmth,index_Competence,religion,region,children,education,income,social_status,general_ideology_view,social_ideology,sector_of_employment,work_experience_in_public_sector,years_of_work_in_public_sector,field_of_work,self_identification,born_in_Israel,country_of_birth,manualDirection_pos1negnue0
2023-08-14T12:39:08Z,2023-08-14T12:51:59Z,16,R_exm8O4DuyHew9KV,גבר,25-34,"מסורתי, לא כל כך דתי",1. General (Public sector),Public sector employees,3,משקיעים,חיובי,NA,Positive,0,1,0,1,0,0,0,0,4,4,4,4,4,4,3,3,4,4,3,4,3,4,NA,4,4,4,3,4,3.5,4,3.5,1,4,NA,6,3,3,3,1,NA,1,3 שנים,"עובדי צה""ל",2,1,,1
2023-08-14T12:39:08Z,2023-08-14T12:51:59Z,16,R_exm8O4DuyHew9KV,גבר,25-34,"מסורתי, לא כל כך דתי",1. General (Public sector),Public sector employees,4,קורבן לשיטה,שלילי,NA,Negative,0,0,0,0,1,0,0,0,4,4,4,4,4,4,3,3,4,4,3,4,3,4,NA,4,4,4,3,4,3.5,4,3.5,1,4,NA,6,3,3,3,1,NA,1,3 שנים,"עובדי צה""ל",2,1,,0
2023-08-14T13:47:10Z,2023-08-14T14:14:40Z,17,R_3PAVAtumkS6X4sj,גבר,18-24,"מסורתי, דתי",1. General (Public sector),Public sector employees,1,שליחות,חיובי,NA,Positive,0,1,0,1,0,0,0,0,4,3,3,4,4,3,3,4,3,2,2,3,3,4,NA,3.5,3.5,3.5,3.5,2.5,2.5,3.5,3.5,1,4,NA,5,2,3,1,2,NA,0,,,3,1,,1
2023-08-14T13:47:10Z,2023-08-14T14:14:40Z,17,R_3PAVAtumkS6X4sj,גבר,18-24,"מסורתי, דתי",1. General (Public sector),Public sector employees,2,מטרה,חיובי,NA,Positive,0,0,0,1,0,0,0,0,4,3,3,4,4,3,3,4,3,2,2,3,3,4,NA,3.5,3.5,3.5,3.5,2.5,2.5,3.5,3.5,1,4,NA,5,2,3,1,2,NA,0,,,3,1,,1
2023-08-14T13:47:10Z,2023-08-14T14:14:40Z,17,R_3PAVAtumkS6X4sj,גבר,18-24,"מסורתי, דתי",1. General (Public sector),Public sector employees,3,פוליטיקה,ניטרלי,NA,Neutral,0,0,0,0,0,1,0,0,4,3,3,4,4,3,3,4,3,2,2,3,3,4,NA,3.5,3.5,3.5,3.5,2.5,2.5,3.5,3.5,1,4,NA,5,2,3,1,2,NA,0,,,3,1,,0
2023-08-14T13:47:10Z,2023-08-14T14:14:40Z,17,R_3PAVAtumkS6X4sj,גבר,18-24,"מסורתי, דתי",1. General (Public sector),Public sector employees,4,התנדבות,חיובי,NA,Positive,0,1,0,0,0,0,0,0,4,3,3,4,4,3,3,4,3,2,2,3,3,4,NA,3.5,3.5,3.5,3.5,2.5,2.5,3.5,3.5,1,4,NA,5,2,3,1,2,NA,0,,,3,1,,1
2023-08-14T14:26:20Z,2023-08-14T14:43:11Z,18,R_b1nJmqfi9CRgG2d,גבר,35-44,דתי,1. General (Public sector),Public sector employees,1,מרוויחים הרבה,חיובי,NA,Positive,0,0,0,0,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,4,5,5,NA,5,5,5,5,5,4.5,5,5,1,2,NA,5,4,2,1,1,NA,1,4,צבע קבע,4,1,,1
2023-08-14T14:26:20Z,2023-08-14T14:43:11Z,18,R_b1nJmqfi9CRgG2d,גבר,35-44,דתי,1. General (Public sector),Public sector employees,2,מקצועיים,חיובי,NA,Positive,0,0,1,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,4,5,5,NA,5,5,5,5,5,4.5,5,5,1,2,NA,5,4,2,1,1,NA,1,4,צבע קבע,4,1,,1
2023-08-14T14:26:20Z,2023-08-14T14:43:11Z,18,R_b1nJmqfi9CRgG2d,גבר,35-44,דתי,1. General (Public sector),Public sector employees,3,אוהבים את עבודתם,חיובי,NA,Positive,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,4,5,5,NA,5,5,5,5,5,4.5,5,5,1,2,NA,5,4,2,1,1,NA,1,4,צבע קבע,4,1,,1
2023-08-14T14:26:20Z,2023-08-14T14:43:11Z,18,R_b1nJmqfi9CRgG2d,גבר,35-44,דתי,1. General (Public sector),Public sector employees,4,אסרטיבייח,חיובי,NA,Positive,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,4,5,5,NA,5,5,5,5,5,4.5,5,5,1,2,NA,5,4,2,1,1,NA,1,4,צבע קבע,4,1,,1
2023-08-14T16:46:09Z,2023-08-14T16:58:02Z,20,R_2t0fcFmhzMuYhYr,גבר,55-64,חילוני,1. General (Public sector),Public sector employees,1,ותיקים,ניטרלי,NA,Neutral,0,0,0,0,1,0,0,0,3,4,4,4,4,4,4,3,2,3,4,3,3,3,NA,3.5,4,4,3.5,2.5,3.5,3.75,3.75,1,6,NA,6,4,3,5,4,NA,1,28,אמנות,1,1,,0
2023-08-14T16:46:09Z,2023-08-14T16:58:02Z,20,R_2t0fcFmhzMuYhYr,גבר,55-64,חילוני,1. General (Public sector),Public sector employees,2,נותני שרות,חיובי,NA,Positive,0,0,0,0,0,0,1,0,3,4,4,4,4,4,4,3,2,3,4,3,3,3,NA,3.5,4,4,3.5,2.5,3.5,3.75,3.75,1,6,NA,6,4,3,5,4,NA,1,28,אמנות,1,1,,1
2023-08-14T16:46:09Z,2023-08-14T16:58:02Z,20,R_2t0fcFmhzMuYhYr,גבר,55-64,חילוני,1. General (Public sector),Public sector employees,3,חלקם טובים,חיובי,NA,Positive,0,1,1,0,0,0,0,0,3,4,4,4,4,4,4,3,2,3,4,3,3,3,NA,3.5,4,4,3.5,2.5,3.5,3.75,3.75,1,6,NA,6,4,3,5,4,NA,1,28,אמנות,1,1,,1
2023-08-14T16:46:09Z,2023-08-14T16:58:02Z,20,R_2t0fcFmhzMuYhYr,גבר,55-64,חילוני,1. General (Public sector),Public sector employees,4,חלקם גרועים,שלילי,NA,Negative,0,1,1,0,0,0,0,0,3,4,4,4,4,4,4,3,2,3,4,3,3,3,NA,3.5,4,4,3.5,2.5,3.5,3.75,3.75,1,6,NA,6,4,3,5,4,NA,1,28,אמנות,1,1,,0
2023-08-14T17:22:51Z,2023-08-14T17:43:27Z,22,R_3RadpVLtLZ3JUxH,גבר,55-64,דתי,1. General (Public sector),Public sector employees,1,מרובעים,שלילי,NA,Negative,0,0,1,0,0,0,0,0,3,3,3,4,2,3,3,2,1,5,3,2,3,3,NA,3,3.5,2.5,2.5,3,2.5,3.25,2.5,1,1,NA,8,3,3,3,3,NA,1,5,מוניציפלי,4,1,,0
2023-08-14T17:22:51Z,2023-08-14T17:43:27Z,22,R_3RadpVLtLZ3JUxH,גבר,55-64,דתי,1. General (Public sector),Public sector employees,2,מבזבזים זמן,שלילי,NA,Negative,0,0,1,0,0,0,0,0,3,3,3,4,2,3,3,2,1,5,3,2,3,3,NA,3,3.5,2.5,2.5,3,2.5,3.25,2.5,1,1,NA,8,3,3,3,3,NA,1,5,מוניציפלי,4,1,,0
2023-08-14T17:22:51Z,2023-08-14T17:43:27Z,22,R_3RadpVLtLZ3JUxH,גבר,55-64,דתי,1. General (Public sector),Public sector employees,3,חיים על חשבון הציבור,שלילי,NA,Negative,0,0,0,0,1,0,0,0,3,3,3,4,2,3,3,2,1,5,3,2,3,3,NA,3,3.5,2.5,2.5,3,2.5,3.25,2.5,1,1,NA,8,3,3,3,3,NA,1,5,מוניציפלי,4,1,,0
2023-08-14T17:22:51Z,2023-08-14T17:43:27Z,22,R_3RadpVLtLZ3JUxH,גבר,55-64,דתי,1. General (Public sector),Public sector employees,4,לא יצירתיים,שלילי,NA,Negative,0,0,1,0,0,0,0,0,3,3,3,4,2,3,3,2,1,5,3,2,3,3,NA,3,3.5,2.5,2.5,3,2.5,3.25,2.5,1,1,NA,8,3,3,3,3,NA,1,5,מוניציפלי,4,1,,0
2023-08-14T19:39:20Z,2023-08-14T19:52:19Z,23,R_2QsVE39OY3iazLI,אישה,55-64,חילוני,1. General (Public sector),Public sector employees,1,חלקם נעימים,חיובי,NA,Positive,1,0,0,0,0,0,0,0,4,2,1,2,2,2,2,2,3,4,2,2,3,3,NA,3,1.5,2,2,3.5,2,2.25,2,1,4,NA,9,5,3,4,4,NA,2,,,4,1,,1
2023-08-14T19:39:20Z,2023-08-14T19:52:19Z,23,R_2QsVE39OY3iazLI,אישה,55-64,חילוני,1. General (Public sector),Public sector employees,2,חלקם שירותיים,חיובי,NA,Positive,1,0,1,0,0,0,0,0,4,2,1,2,2,2,2,2,3,4,2,2,3,3,NA,3,1.5,2,2,3.5,2,2.25,2,1,4,NA,9,5,3,4,4,NA,2,,,4,1,,1
2023-08-16T06:24:10Z,2023-08-16T06:36:49Z,27,R_3fvJjTWdL0Y8VCt,אישה,25-34,"מסורתי, דתי",1. General (Public sector),Public sector employees,1,ממורמרים,שלילי,NA,Negative,1,0,0,0,0,0,1,0,1,2,2,2,1,3,4,2,3,4,2,2,1,2,NA,1.5,2,2,3,3.5,2,1.75,2.5,1,1,NA,6,2,2,1,1,NA,2,,,1,1,,0
2023-08-16T06:24:10Z,2023-08-16T06:36:49Z,27,R_3fvJjTWdL0Y8VCt,אישה,25-34,"מסורתי, דתי",1. General (Public sector),Public sector employees,2,כעסנים,שלילי,NA,Negative,1,0,0,0,0,0,1,0,1,2,2,2,1,3,4,2,3,4,2,2,1,2,NA,1.5,2,2,3,3.5,2,1.75,2.5,1,1,NA,6,2,2,1,1,NA,2,,,1,1,,0
2023-08-16T06:24:10Z,2023-08-16T06:36:49Z,27,R_3fvJjTWdL0Y8VCt,אישה,25-34,"מסורתי, דתי",1. General (Public sector),Public sector employees,3,חוסר רצון לעזור,שלילי,NA,Negative,1,1,0,0,0,0,0,0,1,2,2,2,1,3,4,2,3,4,2,2,1,2,NA,1.5,2,2,3,3.5,2,1.75,2.5,1,1,NA,6,2,2,1,1,NA,2,,,1,1,,0
2023-08-16T06:24:10Z,2023-08-16T06:36:49Z,27,R_3fvJjTWdL0Y8VCt,אישה,25-34,"מסורתי, דתי",1. General (Public sector),Public sector employees,4,אפס ביחסי אנוש,שלילי,NA,Negative,1,0,0,0,0,0,0,0,1,2,2,2,1,3,4,2,3,4,2,2,1,2,NA,1.5,2,2,3,3.5,2,1.75,2.5,1,1,NA,6,2,2,1,1,NA,2,,,1,1,,0
2023-08-16T10:43:19Z,2023-08-16T10:52:23Z,31,R_1hQ0WqgK8b0zavL,גבר,55-64,חרדי,1. General (Public sector),Public sector employees,1,מקובעים,שלילי,NA,Negative,0,0,1,0,0,0,0,0,3,2,2,3,1,2,4,2,3,4,3,1,3,3,NA,2.5,2.5,1.5,3,3.5,2,2.5,2.25,1,3,NA,8,5,3,1,4,NA,0,,,2,2,צרפת,0
2023-08-16T10:43:19Z,2023-08-16T10:52:23Z,31,R_1hQ0WqgK8b0zavL,גבר,55-64,חרדי,1. General (Public sector),Public sector employees,2,ועד עובדים,שלילי,NA,Negative,0,0,0,0,1,0,1,0,3,2,2,3,1,2,4,2,3,4,3,1,3,3,NA,2.5,2.5,1.5,3,3.5,2,2.5,2.25,1,3,NA,8,5,3,1,4,NA,0,,,2,2,צרפת,0
2023-08-16T10:43:19Z,2023-08-16T10:52:23Z,31,R_1hQ0WqgK8b0zavL,גבר,55-64,חרדי,1. General (Public sector),Public sector employees,3,תנאים,שלילי,NA,Negative,0,0,0,0,1,0,0,0,3,2,2,3,1,2,4,2,3,4,3,1,3,3,NA,2.5,2.5,1.5,3,3.5,2,2.5,2.25,1,3,NA,8,5,3,1,4,NA,0,,,2,2,צרפת,0
2023-08-16T10:46:37Z,2023-08-16T10:54:50Z,33,R_WcTyZzKaYGkx321,אישה,18-24,"מסורתי, לא כל כך דתי",1. General (Public sector),Public sector employees,1,עצבניים,שלילי,NA,Negative,1,0,0,0,0,0,1,0,1,2,3,2,3,3,4,3,3,3,3,3,1,1,NA,1.5,2.5,3,3.5,3,3,2,3.25,1,4,NA,5,9,2,1,2,NA,2,,,3,1,,0
2023-08-16T10:46:37Z,2023-08-16T10:54:50Z,33,R_WcTyZzKaYGkx321,אישה,18-24,"מסורתי, לא כל כך דתי",1. General (Public sector),Public sector employees,2,חסרי סבלנות,שלילי,NA,Negative,0,1,0,0,0,0,0,0,1,2,3,2,3,3,4,3,3,3,3,3,1,1,NA,1.5,2.5,3,3.5,3,3,2,3.25,1,4,NA,5,9,2,1,2,NA,2,,,3,1,,0
2023-08-16T10:46:37Z,2023-08-16T10:54:50Z,33,R_WcTyZzKaYGkx321,אישה,18-24,"מסורתי, לא כל כך דתי",1. General (Public sector),Public sector employees,3,חוסר שירותיות,שלילי,NA,Negative,0,1,1,0,0,0,0,0,1,2,3,2,3,3,4,3,3,3,3,3,1,1,NA,1.5,2.5,3,3.5,3,3,2,3.25,1,4,NA,5,9,2,1,2,NA,2,,,3,1,,0
2023-08-16T10:46:37Z,2023-08-16T10:54:50Z,33,R_WcTyZzKaYGkx321,אישה,18-24,"מסורתי, לא כל כך דתי",1. General (Public sector),Public sector employees,4,לא רוצים לעבוד,שלילי,NA,Negative,0,0,0,1,0,0,0,0,1,2,3,2,3,3,4,3,3,3,3,3,1,1,NA,1.5,2.5,3,3.5,3,3,2,3.25,1,4,NA,5,9,2,1,2,NA,2,,,3,1,,0
2023-08-16T10:59:29Z,2023-08-16T11:06:22Z,36,R_1ENnBzGA64gtmBr,אישה,18-24,חילוני,1. General (Public sector),Public sector employees,1,עבודה,חיובי,NA,Positive,0,0,0,1,0,0,1,0,5,3,4,4,5,4,5,4,5,5,5,5,3,4,NA,4,4,4.5,4.5,5,5,4,4.5,1,6,NA,5,1,4,1,1,NA,1,,,1,1,,1
2023-08-16T10:59:29Z,2023-08-16T11:06:22Z,36,R_1ENnBzGA64gtmBr,אישה,18-24,חילוני,1. General (Public sector),Public sector employees,2,קשה,ניטרלי,NA,Neutral,0,0,0,1,0,0,0,0,5,3,4,4,5,4,5,4,5,5,5,5,3,4,NA,4,4,4.5,4.5,5,5,4,4.5,1,6,NA,5,1,4,1,1,NA,1,,,1,1,,0
2023-08-16T10:59:29Z,2023-08-16T11:06:22Z,36,R_1ENnBzGA64gtmBr,אישה,18-24,חילוני,1. General (Public sector),Public sector employees,3,מדינה,חיובי,NA,Positive,0,0,0,0,1,0,0,0,5,3,4,4,5,4,5,4,5,5,5,5,3,4,NA,4,4,4.5,4.5,5,5,4,4.5,1,6,NA,5,1,4,1,1,NA,1,,,1,1,,1
2023-08-16T10:54:15Z,2023-08-16T11:09:39Z,38,R_4MdrFlDgwOJsUwN,אישה,55-64,חילוני,1. General (Public sector),Public sector employees,1,מסורים,חיובי,NA,Positive,0,0,0,1,0,0,0,0,3,3,5,4,4,4,4,4,3,3,4,3,4,5,NA,3,4.5,4,4,3,3.5,3.75,4,1,4,NA,6,4,3,4,4,NA,2,,,4,1,,1
2023-08-16T10:54:15Z,2023-08-16T11:09:39Z,38,R_4MdrFlDgwOJsUwN,אישה,55-64,חילוני,1. General (Public sector),Public sector employees,2,חרוצים,חיובי,NA,Positive,0,0,0,1,0,0,0,0,3,3,5,4,4,4,4,4,3,3,4,3,4,5,NA,3,4.5,4,4,3,3.5,3.75,4,1,4,NA,6,4,3,4,4,NA,2,,,4,1,,1
2023-08-16T10:54:15Z,2023-08-16T11:09:39Z,38,R_4MdrFlDgwOJsUwN,אישה,55-64,חילוני,1. General (Public sector),Public sector employees,3,עומדים בזמנים,חיובי,NA,Positive,0,0,1,0,0,0,0,0,3,3,5,4,4,4,4,4,3,3,4,3,4,5,NA,3,4.5,4,4,3,3.5,3.75,4,1,4,NA,6,4,3,4,4,NA,2,,,4,1,,1
2023-08-16T10:54:15Z,2023-08-16T11:09:39Z,38,R_4MdrFlDgwOJsUwN,אישה,55-64,חילוני,1. General (Public sector),Public sector employees,4,צייתנים,ניטרלי,NA,Neutral,0,0,0,1,0,0,0,0,3,3,5,4,4,4,4,4,3,3,4,3,4,5,NA,3,4.5,4,4,3,3.5,3.75,4,1,4,NA,6,4,3,4,4,NA,2,,,4,1,,0
2023-08-16T11:01:30Z,2023-08-16T11:18:49Z,42,R_2E0PTdRGymtlmpr,אישה,55-64,חילוני,1. General (Public sector),Public sector employees,1,עדר,שלילי,NA,Negative,0,0,0,1,0,1,0,0,3,4,3,4,4,4,4,4,3,4,3,3,3,5,NA,3.5,3.5,4,4,3.5,3,3.5,4,1,4,NA,5,9,4,4,6,NA,1,,,1,1,,0
2023-08-16T11:01:30Z,2023-08-16T11:18:49Z,42,R_2E0PTdRGymtlmpr,אישה,55-64,חילוני,1. General (Public sector),Public sector employees,2,צדיקים,חיובי,NA,Positive,0,1,0,0,0,0,0,0,3,4,3,4,4,4,4,4,3,4,3,3,3,5,NA,3.5,3.5,4,4,3.5,3,3.5,4,1,4,NA,5,9,4,4,6,NA,1,,,1,1,,1
2023-08-16T11:01:30Z,2023-08-16T11:18:49Z,42,R_2E0PTdRGymtlmpr,אישה,55-64,חילוני,1. General (Public sector),Public sector employees,3,נהנתנים,שלילי,NA,Negative,0,1,0,0,0,0,0,0,3,4,3,4,4,4,4,4,3,4,3,3,3,5,NA,3.5,3.5,4,4,3.5,3,3.5,4,1,4,NA,5,9,4,4,6,NA,1,,,1,1,,0
2023-08-16T11:01:30Z,2023-08-16T11:18:49Z,42,R_2E0PTdRGymtlmpr,אישה,55-64,חילוני,1. General (Public sector),Public sector employees,4,שחוקים,שלילי,NA,Negative,0,0,1,1,0,0,1,0,3,4,3,4,4,4,4,4,3,4,3,3,3,5,NA,3.5,3.5,4,4,3.5,3,3.5,4,1,4,NA,5,9,4,4,6,NA,1,,,1,1,,0
2023-08-16T11:15:51Z,2023-08-16T11:24:01Z,43,R_2dpdzpzXOZEy5EU,גבר,45-54,NA,1. General (Public sector),Public sector employees,1,מזכיר,ניטרלי,NA,Neutral,0,0,0,0,0,0,1,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,NA,3,3,3.5,3,3,3,3,3.25,2,2,NA,8,1,3,4,4,NA,1,10,גבייה,NA,1,,0
2023-08-16T11:15:51Z,2023-08-16T11:24:01Z,43,R_2dpdzpzXOZEy5EU,גבר,45-54,NA,1. General (Public sector),Public sector employees,2,נקיון,חיובי,NA,Positive,0,1,1,0,0,0,0,0,3,3,3,3,3,4,3,3,3,3,3,3,3,3,NA,3,3,3.5,3,3,3,3,3.25,2,2,NA,8,1,3,4,4,NA,1,10,גבייה,NA,1,,1
2023-08-16T12:28:11Z,2023-08-16T12:40:57Z,51,R_WpNWl8yrIhnXtxn,גבר,35-44,דתי,1. General (Public sector),Public sector employees,1,שובתים,שלילי,NA,Negative,0,0,0,0,1,0,1,0,2,3,5,3,2,3,4,4,5,3,1,1,2,4,NA,2.5,4,2.5,4,4,1,3.25,3.25,1,1,NA,9,5,2,4,2,NA,0,,,2,2,צרפת,0
2023-08-16T12:28:11Z,2023-08-16T12:40:57Z,51,R_WpNWl8yrIhnXtxn,גבר,35-44,דתי,1. General (Public sector),Public sector employees,2,מיותרים,שלילי,NA,Negative,0,0,0,0,1,0,0,0,2,3,5,3,2,3,4,4,5,3,1,1,2,4,NA,2.5,4,2.5,4,4,1,3.25,3.25,1,1,NA,9,5,2,4,2,NA,0,,,2,2,צרפת,0
2023-08-16T12:28:11Z,2023-08-16T12:40:57Z,51,R_WpNWl8yrIhnXtxn,גבר,35-44,דתי,1. General (Public sector),Public sector employees,3,לא עוזרים,שלילי,NA,Negative,1,0,1,0,0,0,0,0,2,3,5,3,2,3,4,4,5,3,1,1,2,4,NA,2.5,4,2.5,4,4,1,3.25,3.25,1,1,NA,9,5,2,4,2,NA,0,,,2,2,צרפת,0
2023-08-16T12:48:31Z,2023-08-16T13:04:26Z,54,R_2wc6xNSozmNVOsK,גבר,18-24,חרדי,1. General (Public sector),Public sector employees,1,מהירות,חיובי,NA,Positive,0,0,1,0,0,0,0,0,2,1,2,3,4,4,3,4,3,1,5,5,4,4,NA,1.5,2.5,4,3.5,2,5,2,3.75,1,6,NA,5,3,4,1,1,NA,1,2,קיוסק,3,1,,1
2023-08-16T12:48:31Z,2023-08-16T13:04:26Z,54,R_2wc6xNSozmNVOsK,גבר,18-24,חרדי,1. General (Public sector),Public sector employees,2,הצלחה,ניטרלי,NA,Neutral,0,0,1,0,0,0,0,0,2,1,2,3,4,4,3,4,3,1,5,5,4,4,NA,1.5,2.5,4,3.5,2,5,2,3.75,1,6,NA,5,3,4,1,1,NA,1,2,קיוסק,3,1,,0
